2021-09-07T08:41:05.199;2021-09-07T08:41:45.406;805668144;8821
2021-09-07T08:41:45.407;2021-09-07T08:42:50.467;779300422;8821
2021-09-07T08:42:50.468;2021-09-07T08:43:14.472;805668144;8821
2021-09-07T08:43:14.473;2021-09-07T08:43:16.464;634309799;8821
2021-09-07T08:43:16.465;2021-09-07T08:43:23.448;943491172;8821
2021-09-07T08:43:23.449;2021-09-07T08:43:24.046;403562892;8821
2021-09-07T08:43:24.047;2021-09-07T08:43:27.447;943491172;8821
2021-09-07T08:43:27.448;2021-09-07T08:43:28.472;403562892;8821
2021-09-07T08:43:28.473;2021-09-07T08:43:43.178;943491172;8821
2021-09-07T08:43:43.179;2021-09-07T08:43:44.179;779300422;8821
2021-09-07T08:43:44.180;2021-09-07T08:43:49.447;662262905;8821
2021-09-07T08:43:49.448;2021-09-07T08:43:58.439;324325694;8821
2021-09-07T08:43:58.440;2021-09-07T08:43:59.482;662262905;8821
2021-09-07T08:43:59.483;2021-09-07T08:48:55.778;779300422;8821
2021-09-07T08:48:55.779;2021-09-07T08:54:56.067;784424629;8821
2021-09-07T08:54:56.068;2021-09-07T08:54:57.007;403562892;8821
2021-09-07T08:54:57.008;2021-09-07T08:55:02.107;784424629;8821
2021-09-07T08:55:02.108;2021-09-07T08:55:05.067;403562892;8821
2021-09-07T08:55:05.068;2021-09-07T08:57:31.209;784424629;8821
2021-09-07T08:57:31.210;2021-09-07T08:58:12.221;943491172;8821
2021-09-07T08:58:12.222;2021-09-07T08:59:09.237;784424629;8821
2021-09-07T08:59:09.238;2021-09-07T08:59:52.304;943491172;8821
2021-09-07T08:59:52.305;2021-09-07T08:59:54.329;403562892;8821
2021-09-07T08:59:54.330;2021-09-07T09:00:05.304;784424629;8821
2021-09-07T09:00:05.305;2021-09-07T09:00:21.296;943491172;8821
2021-09-07T09:00:21.297;2021-09-07T09:00:22.304;679201767;8821
2021-09-07T09:00:22.305;2021-09-07T09:00:24.303;943491172;8821
