2021-09-01T21:02:04.962;2021-09-01T21:02:23.053;859366599;8382
2021-09-01T21:02:23.054;2021-09-01T21:02:31.734;759233224;8382
2021-09-01T21:02:31.735;2021-09-01T21:03:34.061;417507641;8382
2021-09-01T21:03:34.062;2021-09-01T21:03:38.054;919096629;8382
2021-09-01T21:03:38.055;2021-09-01T21:03:49.062;417507641;8382
2021-09-01T21:03:49.063;2021-09-01T21:03:52.061;919096629;8382
2021-09-01T21:03:52.062;2021-09-01T21:03:55.067;417507641;8382
2021-09-01T21:03:55.068;2021-09-01T21:04:08.067;919096629;8382
2021-09-01T21:04:08.068;2021-09-01T21:04:56.705;417507641;8382
2021-09-01T21:04:56.706;2021-09-01T21:05:12.007;951194512;8382
2021-09-01T21:05:12.008;2021-09-01T21:05:19.663;417507641;8382
2021-09-01T21:05:19.664;2021-09-01T21:05:23.061;919096629;8382
2021-09-01T21:05:23.062;2021-09-01T21:05:30.006;417507641;8382
2021-09-01T21:05:30.007;2021-09-01T21:05:42.166;919096629;8382
2021-09-01T21:05:42.167;2021-09-01T21:06:20.009;954488082;8382
2021-09-01T21:06:20.010;2021-09-01T21:06:21.094;802445233;8382
2021-09-01T21:06:21.095;2021-09-01T21:06:25.074;129143027;8382
2021-09-01T21:06:25.075;2021-09-01T21:06:28.005;802445233;8382
2021-09-01T21:06:28.006;2021-09-01T21:06:45.062;919096629;8382
2021-09-01T21:06:45.063;2021-09-01T21:06:55.066;417507641;8382
2021-09-01T21:06:55.067;2021-09-01T21:06:56.668;262354776;8382
2021-09-01T21:06:56.669;2021-09-01T21:06:58.684;417507641;8382
2021-09-01T21:06:58.685;2021-09-01T21:07:00.694;262354776;8382
2021-09-01T21:07:00.695;2021-09-01T21:07:02.666;417507641;8382
2021-09-01T21:07:02.667;2021-09-01T21:07:11.659;262354776;8382
2021-09-01T21:07:11.660;2021-09-01T21:07:14.068;417507641;8382
2021-09-01T21:07:14.069;2021-09-01T21:07:16.673;262354776;8382
2021-09-01T21:07:16.674;2021-09-01T21:07:18.673;417507641;8382
2021-09-01T21:07:18.674;2021-09-01T21:07:26.668;262354776;8382
2021-09-01T21:07:26.669;2021-09-01T21:07:29.061;417507641;8382
2021-09-01T21:07:29.062;2021-09-01T21:07:30.081;919096629;8382
2021-09-01T21:07:30.082;2021-09-01T21:07:38.062;417507641;8382
2021-09-01T21:07:38.063;2021-09-01T21:08:58.254;919096629;8382
2021-09-01T21:08:58.255;2021-09-01T21:08:59.284;859366599;8382
2021-09-01T21:08:59.285;2021-09-01T21:09:04.274;919096629;8382
